uid,Type,Producers,Studios,Source,Themes,Demographic,Duration,Favorites,Streaming Platforms
31637,TV,"['Genco', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'Bandai Namco Games']",['A-1 Pictures'],Light novel,"['Isekai', 'Military']",,23 min. per ep.,"1,896",[]
38145,TV,"['AT-X', 'NBCUniversal Entertainment Japan', 'Tokyo MX', 'Avex Pictures', 'Q-Tec', 'BS11', 'ABC Animation', 'GYAO!', 'BookLive']",['Zero-G'],Web manga,"['Adult Cast', 'Pets']",,23 min. per ep.,"1,274",['Crunchyroll']
552,TV,"['Yomiko Advertising', 'Fuji TV']",['Toei Animation'],Other,['Isekai'],Kids,24 min. per ep.,"5,418",['Crunchyroll']
1689,Movie,['add some'],['CoMix Wave Films'],Original,[],,22 min. per ep.,"11,051","['Crunchyroll', 'Netflix']"
8609,OVA,['add some'],['TMS Entertainment'],Manga,['Detective'],Shounen,24 min.,22,[]
34944,Movie,['add some'],['Bones'],Manga,"['Adult Cast', 'Detective', 'Organized Crime', 'Super Power']",Seinen,1 hr. 30 min.,"1,855",['Crunchyroll']
36214,OVA,['Sotsu'],['Zexcs'],Manga,['School'],Shoujo,58 min.,"1,216",[]
32863,ONA,['add some'],['Lerche'],Manga,['School'],Shounen,5 min. per ep.,174,[]
36160,ONA,['Tencent Animation & Comics'],['Haoliners Animation League'],Web manga,[],,16 min. per ep.,21,[]
33064,OVA,"['Production I.G', 'Bandai Visual', 'OLM', 'Lantis', 'Shochiku', 'Asatsu DK', 'Bandai', 'Banpresto', 'Bandai Namco Entertainment', 'Voyager Entertainment']",['Xebec'],Original,"['Adult Cast', 'Military', 'Space']",,25 min. per ep.,82,"['Crunchyroll', 'Netflix']"
2265,,[],[],,[],,,,[]
11001,Movie,"['Kadokawa Shoten', 'Dwango', 'Sony PCL', 'Jinnan Studio', 'Cinema Sunshine']",['Production I.G'],Novel,"['Adult Cast', 'Military']",,1 hr. 44 min.,43,[]
39940,TV,"['Warner Bros. Japan', 'KlockWorx', 'Shueisha', 'Bandai Namco Arts']",['J.C.Staff'],Manga,['School'],Shounen,24 min. per ep.,"1,374","['Crunchyroll', 'Netflix', 'Animax Mongolia']"
322,TV,"['Aniplex', 'Dentsu', 'Fuji TV', 'Shodensha']",['Madhouse'],Manga,"['School', 'Visual Arts']",Josei,24 min. per ep.,"4,639",[]
38958,TV Special,['add some'],['A-1 Pictures'],Game,[],,14 min.,41,[]
4472,OVA,"['Kadokawa Shoten', 'Movic', 'KlockWorx']",['Kyoto Animation'],4-koma manga,"['School', 'Video Game']",,42 min.,213,[]
97,TV,"['GDH', 'Victor Entertainment', 'TV Tokyo Music']",['Gonzo'],Original,[],,24 min. per ep.,"1,867",['Crunchyroll']
468,Movie,"['Bandai Visual', 'Dentsu', 'Kodansha', 'd-rights', 'Tokuma Shoten', 'Nippon Television Network']",['Production I.G'],Manga,"['Adult Cast', 'Detective', 'Mecha', 'Military', 'Psychological']",Seinen,1 hr. 39 min.,"1,062",[]
7645,TV,['add some'],['Toei Animation'],Original,['Mahou Shoujo'],,24 min. per ep.,644,[]
3604,TV,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Shaft'],4-koma manga,"['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",,24 min. per ep.,171,['HIDIVE']
1491,TV,['Fuji TV'],['Toei Animation'],Manga,['Space'],,24 min. per ep.,470,['Crunchyroll']
19319,TV,"['TV Tokyo', 'Sotsu']",['Sunrise'],Original,['Mecha'],,24 min. per ep.,664,['Crunchyroll']
1571,TV,"['TV Tokyo', 'Avex Entertainment', 'Marvelous Entertainment', 'Delfi Sound']",['J.C.Staff'],Manga,[],Shoujo,24 min. per ep.,"3,052",['Crunchyroll']
35222,TV,"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Hakusensha', 'Banpresto', 'Marui Group']","[""Brain's Base""]",Manga,"['Childcare', 'Iyashikei', 'School']",Shoujo,23 min. per ep.,"3,232",['Crunchyroll']
38770,Movie,"['Shogakukan-Shueisha Productions', 'Yomiuri Telecasting', 'Nippon Television Network']",['TMS Entertainment'],Manga,['Detective'],Shounen,1 hr. 49 min.,72,[]
269,TV,"['TV Tokyo', 'Aniplex', 'Dentsu', 'TV Tokyo Music', 'Shueisha']",['Pierrot'],Manga,[],Shounen,24 min. per ep.,"74,555","['Crunchyroll', 'Netflix', 'Animax Mongolia', 'Shahid']"
30123,TV,"['Hakusensha', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'BS Fuji', 'Docomo Anime Store', 'Hakuhodo DY Media Partners']",['Bones'],Manga,['Medical'],Shoujo,24 min. per ep.,"7,825",['Crunchyroll']
32998,TV,"['Shochiku', 'Mainichi Broadcasting System', 'Shochiku Music Publishing']",['Shuka'],Original,"['Historical', 'Organized Crime']",,24 min. per ep.,"8,152",['Crunchyroll']
202,TV,"['Bandai Visual', 'Asatsu DK', 'Fuji TV']",['Bones'],Original,[],,23 min. per ep.,"5,771",['Crunchyroll']
5005,TV,['flying DOG'],['AIC ASTA'],Manga,"['Gag Humor', 'Parody', 'Super Power']",Seinen,13 min. per ep.,202,[]
18397,OVA,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Pony Canyon Enterprises']",['Wit Studio'],Manga,"['Gore', 'Survival']",Shounen,23 min. per ep.,957,"['Crunchyroll', 'Netflix']"
3750,TV,['add some'],['Studio Deen'],Light novel,['School'],Shoujo,24 min. per ep.,99,['HIDIVE']
33263,OVA,"['Aniplex', 'Kodansha']",['Shaft'],Light novel,[],,29 min. per ep.,871,[]
32380,OVA,"['Half H.P Studio', 'Nippon Columbia']",['Studio Deen'],Light novel,"['Isekai', 'Parody']",,23 min.,680,['Crunchyroll']
35860,TV,"['TMS Entertainment', 'Asatsu DK', 'Asmik Ace', 'TOHO animation', 'JR East Marketing & Communications']",['Shin-Ei Animation'],Manga,"['Romantic Subtext', 'School']",Shounen,23 min. per ep.,"5,266","['Crunchyroll', 'Netflix']"
